Acc. No.,Title,Author,Place,Publisher,Year,Edition,Language,Subject
006555,Civil Engineering Materials,TTTI,Delhi,Tata Mcgrawhi,2003,8.0,English,MECHANICAL ENGINEERING
006564,Computer Organization,Hamancher Carl,India,Tata Mcgrawhi,2002,5.0,English,COMPUTER SCIENCE
006589,Control Engg,"Bakshi V U,Bakshi U A",Pune,Technical,2002,,English,ELECTRONICS & COMMUNICAT
006609,Course In Power Plant engineering,"Arora ,Domkundwar",Delhi,Shanpat Rai,2002,5.0,English,MECHANICAL ENGINEERING
006619,Design Of Machine Elements,"Spotts M.F,Shoup T.E",Delhi,Pearson Educa,t2003,7.0,English,MECHANICAL ENGINEERING
006626,Design With PIC Microcontrollers,Peatman B John,Delhi,Pearson Educa,t2003,5.0,English,ELECTRONICS & COMMUNICAT
006646,Digital Logic Application & Design,Yarbrough M John,India,Thomson,2002,3.0,English,COMPUTER SCIENCE
006666,Digital Principles & Design,Givone D Donald,Delhi,Tata Mcgrawhi,2003,4.0,English,COMPUTER SCIENCE
006686,Digital Signal Processing,Babu Ramesh,Chennai,Scitech,2003,2.0,English,ELECTRONICS & COMMUNICAT
006696,Digital Signal Processing,Chitode J.S,Pune,Technical,2003,2.0,English,ELECTRONICS & COMMUNICAT
006701,Discrete &Combinatorial Mathmatics,Grimaldi P R,Delhi,Pearson Educa,t2003,4.0,English,COMPUTER SCIENCE
006716,Discrete Mathematics & Its Applications,Rosen H.Kenneth,Delhi,Tata Mcgrawhi,2003,5.0,English,COMPUTER SCIENCE
006720,Distributed Operating System,Sinha K Pradeep,Delhi,Preticehall,2003,7.0,English,COMPUTER SCIENCE
006722,Distributed System Concept & Design,"Collouris Gorge ,Others",Delhi,Pearson Educa,t2003,3.0,English,COMPUTER SCIENCE
006727,Workshop Technology Vol II,S K Hajra Choudhary,Mumbai,MPP,2003,7.0,English,MECHANICAL ENGINEERING
006747,Engineering Circuits Analysis,"Hayt H William,Other",Delhi,Tata Mcgrawhi,2003,6.0,English,ELECTRONICS & COMMUNICAT
006797,Fluid Mechanics,Streeter L.Victor,Delhi,Tata Mcgrawhi,2003,,English,MECHANICAL ENGINEERING
006802,Fluid Power With Applications,Esposit Anthony,Delhi,Pearson Educa,t2003,5.0,English,MECHANICAL ENGINEERING
006804,Fundamental Of Thermodynamics,"Sontag Richard,Borgana",India,John wilay,2003,6.0,English,MECHANICAL ENGINEERING
006829,Intro Automata Theory Lang & Computation,Hopcroft E John,Delhi,Pearson educa,t2003,2.0,English,COMPUTER SCIENCE
006837,Introduction To language & theory Computat,Martin John,Delhi,Tata Mcgrawah,2003,3.0,English,COMPUTER SCIENCE
006847,Intro the Design & Analysis Of Algo,Levitin Anany,Delhi,Pearson Educc,a2003,2.0,English,COMPUTER SCIENCE
006857,Machine Design,Robert L Norton,Delhi,Pearson Educa,t2003,2.0,English,MECHANICAL ENGINEERING
006878,Maintenanace Engineering & Management,"Mishra R C,Pathak",Delhi,PHI,2003,2.0,English,MECHANICAL ENGINEERING
006880,Machine Design Maleer & Hartman,Grover O P,Delhi,CBS,2003,5.0,English,MECHANICAL ENGINEERING
006895,Manufacturing Science,"Ghosh Amitabha,Other",Delhi,EWP,2003,,English,MECHANICAL ENGINEERING
006909,Microprocessor Architecture prog & appl 8085,Ramesh Gaonkar,Mubai,Penram,2003,5.0,English,COMPUTER SCIENCE
006913,Modern Machining Process,"P C Pandey ,H S Shah",Delhi,Tata MC graw,h2003,,English,MECHANICAL ENGINEERING
006939,Network And System,Roy choudhary,Delhi,New Age,2003,,English,ELECTRONICS & COMMUNICAT
006959,Organizational Behavior,Stephan P Robbins,Delhi,PEA,2003,10.0,English,MECHANICAL ENGINEERING
006972,Power Electronics,"B R Gupta,V Singhal",Delhi,Katariya,2003,4.0,English,ELECTRONICS & COMMUNICAT
006975,Principle of Metal Casting,"Richard W heine,Carl R L",Delhi,Tata MC Graw,H2003,26.0,English,MECHANICAL ENGINEERING
006977,Production And Operation Management,K R Phaneesh,Bengaluru,Sudha,2003,3.0,English,MECHANICAL ENGINEERING
006987,Properties Refrigeration & Psychometric Chart,"S S Banwait,S C Laroiya",Delhi,Birla,2003,,English,MECHANICAL ENGINEERING
006997,Signals and System,Alan V Oppenhaim,Ddelhi,P H I,2003,2.0,English,ELECTRONICS & COMMUNICAT
006999,Siganals and System,Uday Kumar,Mangalore,Elite,2003,3.0,English,ELECTRONICS & COMMUNICAT
007009,Siganals and System,Sanjay Sharma,Delhi,Katariya,2003,2.0,English,ELECTRONICS & COMMUNICAT
007020,Siganals and System,Ganesh Rao D,Bengaluru,Singuire,2003,,English,ELECTRONICS & COMMUNICAT
007022,TCP/IP Vol I,Richard Stevens,Delhi,PEA,2003,,English,COMPUTER SCIENCE
007023,Siganals and System,Sudhakar A,Delhi,Tata Mc graw H,2003,,English,ELECTRONICS & COMMUNICAT
007025,TCP/IP Vol II,Gary R Wright,Delhi,PEA,2002,,English,COMPUTER SCIENCE
007026,TCP/IP Vol III,W Richard Steven,Delhi,PEA,2002,,English,COMPUTER SCIENCE
007027,Textbook of Remote Sensing & Geographical i,nM Anji Reddy,Hydrabad,B S P,2002,2.0,English,ELECTRONICS & COMMUNICAT
007037,Data Structure,Seymour Lipsehutz,Delhi,Tata Mc Graw,H2003,3.0,English,COMPUTER SCIENCE
007045,Theory Of Machines,Ballaney P L,Delhi,Khanna,2001,22.0,English,MECHANICAL ENGINEERING
007061,Thermodynamics,"Irving Granet,Bluestein",Delhi,PEA,2002,,English,MECHANICAL ENGINEERING
007063,Vector Mechanics For Engg(statics),Beer and Johnston,Delhi,Tata Mc Graw,H2002,3.0,English,MECHANICAL ENGINEERING
007069,Digital Telephony,Bellamu John C,Singapore,Wiley,2003,3.0,English,ELECTRONICS & COMMUNICAT
007072,Engineering Mathematics II,Dr D Sc,Banglore,Prism,2003,3.0,English,MATHEMATICS
007086,Modern Computer Architecture,Rafiquzzman Chandra,Delhi,Galgotia,2003,,English,COMPUTER SCIENCE
007088,Elements of Mechanical Engg,"K P Roy,S K Hajra Choudr",Mubai,Media,2003,6.0,English,MECHANICAL ENGINEERING
007098,Networks Lines and Fields,John D Ryder,Delhi,P H I,2003,2.0,English,ELECTRONICS & COMMUNICAT
007127,Engineering Chemistry,Uppal & Bhatia,Delhi,Khanna,2001,6.0,English,CHEMISTRY
007138,Machine Design,Dr Sadhu Singh,Delhi,Khanna,2004,3.0,English,MECHANICAL ENGINEERING
007139,Machanics of Materials,Beer and ohnston,Singapore,Tata Mc Graw,H1992,2.0,English,MECHANICAL ENGINEERING
007142,Combinutorics,V K Balakrishnan,Delhi,Schams Series,1995,,English,ELECTRONICS & COMMUNICAT
007155,VLSI Design,R K Singh,Delhi,Katson,2004,1.0,English,ELECTRONICS & COMMUNICAT
007160,Software Engineering,Ian Sommerville,India,Pearson Educa,t2002,5.0,English,COMPUTER SCIENCE
007170,Inventions That Changed the World,P sidharthan,Bengaluru,SISO Books,2004,7.0,English,GENERAL
007171,Fluid Machinery,"R K Hegde,Niranjan Mur",tBengaluru,Sapna,2004,1.0,English,MECHANICAL ENGINEERING
007172,Gas Turbine Theory,"Saravanametto,Rogers",Delhi,PEA,2004,5.0,English,MECHANICAL ENGINEERING
007173,Turbines Compressors & fans,S M Yaha,Delhi,Tata Mc graw H,2004,2.0,English,MECHANICAL ENGINEERING
007174,Data Structure & Algorithm,"Alfred Aho,Huperoft,Ull",mDelhi,PEA,2004,7.0,English,COMPUTER SCIENCE
007175,"CMOS Circuits Design, Layout & Simulation","R J Baker,H W LI,B E Boy",Delhi,P H I,2002,4.0,English,ELECTRONICS & COMMUNICAT
007176,Finite Elements Analysis,George R BuChanan,Delhi,Tata MC Graw,H1995,,English,MECHANICAL ENGINEERING
007177,Coommunication System,Carlson A B,Delhi,Tata MC Graw,H1937,4.0,English,ELECTRONICS & COMMUNICAT
007178,Workshop Technology Vol I,"Chapman W A J,artin",Delhi,Viva,2001,3.0,English,MECHANICAL ENGINEERING
007181,Elements Of Optioelectronica & fiber Optics,Chin Lin Chen,London,IRAWIN,1996,,English,ELECTRONICS & COMMUNICAT
007182,C++ Programming Design,Cohoon Davidson,Delhi,Tata Mc Graw,H2003,3.0,English,COMPUTER SCIENCE
007183,Conceptsand Applications of Finite Element A,"nCook Robert D, Malkus D",India,Wiley,2001,4.0,English,MECHANICAL ENGINEERING
007184,TCP/IP Protocol Suite,Forouzan,Delhi,Tata MC Graw,H2003,,English,COMPUTER SCIENCE
007185,Elements of Control System,Sudhir Gupta,Delhi,P H E,20002,,English,ELECTRONICS & COMMUNICAT
007186,Understanding Pointers in C,Kanetkar Y,Delhi,B PB,2002,,English,COMPUTER SCIENCE
007188,Digital Principles & Appilication,Leach malvino,Delhi,Tata Mcgrawhi,1994,5.0,English,COMPUTER SCIENCE
007189,Modern Electronic Communications,Miller Beasley,Delhi,P H I,2002,7.0,English,ELECTRONICS & COMMUNICAT
007190,Antennas and Wave Propogation,Nance Barry,Delhi,P H I,2002,4.0,English,ELECTRONICS & COMMUNICAT
007191,Schaums 3000 Solved Problems in EC Ckt,Nasar A Syed,Delhi,Tata MC Garw,H1989,,English,ELECTRONICS & COMMUNICAT
007192,JAVA With Borland C++,"Murry W H,Pappas H Ch",rIndia,A/P,1996,,English,COMPUTER SCIENCE
007193,VHDL Programming By Example,Perry L Douglas,Delhi,Tata MC Graw,H2002,4.0,English,ELECTRONICS & COMMUNICAT
007194,Injection Mould Design,Pye R G W,Delhi,E W P,2000,4.0,English,ELECTRONICS & COMMUNICAT
007197,Operation Research,"Ravindra ,Philips",Delhi,Willy,2001,2.0,English,MECHANICAL ENGINEERING
007198,Signals and System,Roberts M J,Delhi,Tata MC graw,H2003,2.0,English,ELECTRONICS & COMMUNICAT
007199,EC Modulation & Transm,Schoenbeck J Robert,Delhi,Prentice,2003,2.0,English,ELECTRONICS & COMMUNICAT
007200,Software solution In C,Schumacher,London,A / P,1994,,English,COMPUTER SCIENCE
007201,Concept of Programing Language,Sebesta W Robert,Delhi,PEA,2002,4.0,English,COMPUTER SCIENCE
007202,Principles of Communication Engg,Ashok Singh,Delhi,S Chand,1984,1.0,English,ELECTRONICS & COMMUNICAT
007203,CAD And Manufacturing,Sadhu Singh,Delhi,Khanna,2002,3.0,English,MECHANICAL ENGINEERING
007204,Control system,Sinha Naresh,Delhi,New age,2003,3.0,English,ELECTRONICS & COMMUNICAT
007205,Computer Org & Archit,Stallings William,Delhi,PEA,2003,6.0,English,COMPUTER SCIENCE
007206,Media coding and Concept Processing,"Steinmetz Ralf,Nahrsted",tDelhi,P H I,2003,,English,COMPUTER SCIENCE
007207,Pneumatics & Hydraulics,Stewart W Harry,Mumbai,Audel,2002,,English,MECHANICAL ENGINEERING
007209,VLSI Technology,Sze S M,Delhi,Tata MC graw,h2003,2.0,English,ELECTRONICS & COMMUNICAT
007210,JAVA Script Developement,Vacca R jhon,London,Professional,1997,,English,COMPUTER SCIENCE
007211,The Computer Ref PC Hardware,"Zaker Craig,Rourke John",Delhi,Tata MC graw,H2003,5.0,English,COMPUTER SCIENCE
007212,Basic Electronics,Yoganarsimha B N,Bengaluru,Shiva,2004,1.0,English,ELECTRONICS & COMMUNICAT
007242,Fundamentals of Digital Logic,"Brown,Vranesic",Delhi,Tata MC graw,2002,5.0,English,COMPUTER SCIENCE
007244,SQL The Complete Refrence,"Groff J R,Wienbuy P N",Delhi,Tata MC garw,2004,2.0,English,COMPUTER SCIENCE
007246,Distrubuted Systems,"Steen ,Tanenbaumb A S",India,P H I,2003,2.0,English,COMPUTER SCIENCE
007248,Linux Device Drivers,"Rubini A,Corbet Jonatha",nIndia,O Reilly,2004,6.0,English,COMPUTER SCIENCE
007260,Digital Signal Processing,"Jervis B W,Ifeachor E C",Delhi,PEA,2004,2.0,English,ELECTRONICS & COMMUNICAT
007282,Semiconductor Physics & Devices,Neamen A Donald,India,Tata MC graw,H2004,3.0,English,ELECTRONICS & COMMUNICAT
007287,Wireless Communications,Rappaport S Theodore,Delhi,P HI,2004,4.0,English,ELECTRONICS & COMMUNICAT
007307,Lex & Yacc,"Levine,Mason,John R",India,O Reilly,2004,7.0,English,COMPUTER SCIENCE
007314,Theory of Machines & Mechanisms,"Shigley J E,Vicker",India,Tata McGraw H,1995,2.0,English,MECHANICAL ENGINEERING
007319,Fundamentals of Embedded Software,Lewis W Daniel,India,Pearson Educa,t2004,,English,ELECTRONICS & COMMUNICAT
007329,Semiconductor Devices,Gupta N D,Delhi,PHI,2004,,English,ELECTRONICS & COMMUNICAT
007349,Semiconductor Devices,Kano Kannan,India,Pearson Educa,t2004,2.0,English,ELECTRONICS & COMMUNICAT
007384,Mechatronics,"Histand,Alciatore G Davi",Delhi,Tata McGraw H,2003,2.0,English,MECHANICAL ENGINEERING
007385,Applied Thermodynanics,"Eastop T D,McConkey A",India,Pearson,2004,5.0,English,MECHANICAL ENGINEERING
007407,The Intel MP/8086/8088,Brev B Barry,Delhi,PHI,2003,6.0,English,ELECTRONICS & COMMUNICAT
007427,Communicating Network,"Aladler D Ronald,Elmhor",India,Mc Graw Hill,2004,7.0,English,ELECTRONICS & COMMUNICAT
007433,Discrete Events System Simulation,"Banks Jerry,Carson John",New Delhi,PHI,2004,3.0,English,COMPUTER SCIENCE
007458,Thermodynamics & Engineering Approach,"Cengel A Yanus,Boles M",Delhi,Tata Mcgraw H,2004,4.0,English,MECHANICAL ENGINEERING
007460,Finite Elements in Engineering,Chandrapatla Tirupathy,Delhi,PHI,2004,3.0,English,MECHANICAL ENGINEERING
007482,Tool Design,"Lecain G H,DonaldSon C",Delhi,Tata Mcgraw H,2004,3.0,English,MECHANICAL ENGINEERING
007493,Radar Principles Technology Application,Edde Byron,India,Pearson Edu,2004,,English,ELECTRONICS & COMMUNICAT
007497,Fluid Power with Application,Anthony Espositio,India,Pearson Edu,2004,5.0,English,MECHANICAL ENGINEERING
007502,Introduction to VLSI Design,Fabricius Eugene,Singapore,MCgraw Hill,2004,,English,ELECTRONICS & COMMUNICAT
007507,Data Communication Networking,Forouzon Behiouz,Delhi,Tata Mcgraw H,2004,3.0,English,COMPUTER SCIENCE
007522,Computer Communication & Netwotking Tech,"Hancock,Gallo Michael",India,Thomson,2002,,English,COMPUTER SCIENCE
007524,Data Comminication & Networks,Godbole Achyunts,Delhi,Tata McGraw H,2004,2.0,English,COMPUTER SCIENCE
007536,A Treatise on Turbo Machines,"Prithviraj,Gopalkrishna K",India,SciTech,2004,,English,MECHANICAL ENGINEERING
007551,Theory & Problems of Machine Design,"Langhlin,Holl,Hooowenk",Delhi,Tata MC Graw,H2004,,English,MECHANICAL ENGINEERING
007554,Computer Organization,"Hamancher Carl,Zaky",Delhi,Tata Mcgrawhi,2004,5.0,English,COMPUTER SCIENCE
007556,Computer Orgnisation,"Zaky,Hamacher Carl",Delhi,Tata MC graw,H2004,5.0,English,COMPUTER SCIENCE
007564,Introduction to Automata theory Languages,"Hopcrott J,Motwani",Delhi,PEA,2004,2.0,English,COMPUTER SCIENCE
007574,Electromagnetics Wave & Radiatory Sys,"Jordan C Edward,Balmai",nIndia,PHI,2001,2.0,English,ELECTRONICS & COMMUNICAT
007604,An Introduction to Energy Conversion,"Kadambi V,Prasad M",Delhi,New Age,2004,1.0,English,MECHANICAL ENGINEERING
007609,Simulation Modeling & Analysis,"Kelton ,Law M Averill",Delhi,Tata MC Graw,H2004,3.0,English,COMPUTER SCIENCE
007624,Mechatronics,"Mahalik Premchand,Nita",Delhi,Tata MC graw,h2004,,English,MECHANICAL ENGINEERING
007626,Oil Hydraulic System,Majumdar S R,Delhi,Tata MC graw,H2004,6.0,English,MECHANICAL ENGINEERING
007628,Power Electronics,Robbines Mohan Undela,Singapore,Willy,2004,3.0,English,ELECTRONICS & COMMUNICAT
007637,Engineering Materials/ Structure & Pro,"Murthy V S R,Jena",Delhi,Tata Mc graw h,2004,1.0,English,MECHANICAL ENGINEERING
007644,Machine Design an Integrated Approach,Robert L Nortan,Delhi,PEA,2004,2.0,English,MECHANICAL ENGINEERING
007646,Production and Operation Management,Panneerselvam R,Delhi,PHI,2004,8.0,English,MECHANICAL ENGINEERING
007648,The Computer ref Visual C++ 6,"Murry W H,Pappas H chr",Delhi,Tata Mc Graw,H2004,12.0,English,COMPUTER SCIENCE
007650,Hydraulics & Pneumatics,Andrew parr,Delhi,Jaisco,2003,7.0,English,MECHANICAL ENGINEERING
007666,CAD/CAM Principles & Applications,Rao P N,Delhi,Tata MC graw,H2004,2.0,English,MECHANICAL ENGINEERING
007674,Strength Of Materials,Sarkar B K,Delhi,Tata Mc Graw,H2003,2.0,English,MECHANICAL ENGINEERING
007684,Understanding Data Comunication & network,Shay A William,Delhi,Thomson,2004,,English,COMPUTER SCIENCE
007686,Mechatronics Sys Design,"Kolk,Shetty Devadas",Delhi,Thomson,2004,,English,MECHANICAL ENGINEERING
007687,Database system concepts,"Silberschatz ,Korth",Delhi,Tata MC graw,H2004,4.0,English,COMPUTER SCIENCE
007702,Advanced Microprocessors,Tabak Daniel,Delhi,Tata MC graw,H2004,2.0,English,ELECTRONICS & COMMUNICAT
007710,Embedded System Design,"Givargis T ,Vahid F",Delhi,Willy,2004,,English,ELECTRONICS & COMMUNICAT
007718,Mechanical Vibrations,Rao S,India,PEA,2004,2.0,English,MECHANICAL ENGINEERING
007719,Digital System Design Using VHDL,Roth H Charles,India,Thomson,2004,7.0,English,ELECTRONICS & COMMUNICAT
007720,Oragnisation Behavior,Asinathappa K,Delhi,Himalaya,2002,5.0,English,COMPUTER SCIENCE
007731,Mechanical Vibrations,Hegde R K,Bengaluru,Sapna Book Ho,2005,1.0,English,MECHANICAL ENGINEERING
007732,Automotive Mechanics,Srinivasan S,Delhi,TataMC graw,2003,2.0,English,MECHANICAL ENGINEERING
007733,Engg Economy,"Tarquin A,Blank L",Delhi,Tata MC graw,H2002,5.0,English,MECHANICAL ENGINEERING
007734,C++ Programming Today,Johnson Barbara,Delhi,PEA,2005,1.0,English,COMPUTER SCIENCE
007742,Fundamentals OF Mechanical Vibrations,Kelly Graham S,Delhi,Tata Mc graw H,2000,2.0,English,MECHANICAL ENGINEERING
007743,Automobile Engg Vol II,Dr Kripal Singh,Delhi,Standard,2004,7.0,English,MECHANICAL ENGINEERING
007749,Heat Transfer,Jiji M latif,Dehli,Saico,2003,2.0,English,MECHANICAL ENGINEERING
007751,Financial Management,Pandey I M,Delhi,Vikas,2005,9.0,English,MECHANICAL ENGINEERING
007763,Engg Economy,"Thuesen ,Fabrycky",Delhi,PHI,2005,9.0,English,MECHANICAL ENGINEERING
007775,Materials & Processes In Manufacturing,"Koher ,Black,Degarmo E",India,PHI,2005,8.0,English,MECHANICAL ENGINEERING
007776,Total Quality Management,"Dale H. Besterfield,Carol",India,PEA,2005,3.0,English,MECHANICAL ENGINEERING
007777,Elements of Mechanical Engineering,Ravindra A S,Banglore,Best,2004,1.0,English,MECHANICAL ENGINEERING
007779,Open Source Web Development With Lamp,"James Lee,Brent ware",Delhi,PEA,2005,1.0,English,COMPUTER SCIENCE
007780,C++ & Net Platforn,Andrew Troelson,Delhi,AI Press,2005,2.0,English,COMPUTER SCIENCE
007792,Network Management,Subramaniah Mani,Delhi,PEA,2005,,English,MECHANICAL ENGINEERING
007799,Computer Networking,"James Kurose F,Ross",India,PEA,2005,2.0,English,COMPUTER SCIENCE
007809,Constitution of India,V N Shukla,Luknow,Eastern Books,2004,10.0,English,GENERAL
007819,Total Quality Management,Shridhar Bhatt,Mubai,Himalay,2004,,English,MECHANICAL ENGINEERING
007821,Engineering Thermodynamics,Achutan M,Delhi,PHI,2002,,English,MECHANICAL ENGINEERING
007826,Thermodynamics,"Boles M A,Cengel Y A",Delhi,Tata MC Graw,H2003,4.0,English,MECHANICAL ENGINEERING
007831,Introduction to Constitution Of India,Durgadas Basu,Delhi,Wadha,2005,14.0,English,GENERAL
007851,The 8051 Microcontroller,Ayala K J,Delhi,Pemram,1997,2.0,English,ELECTRONICS & COMMUNICAT
007861,Statistical Quality Control,Grant E L,Dehli,Tata MC graw,H2005,7.0,English,MECHANICAL ENGINEERING
007881,The Science & Engg Of Materials,Askeland D R,Delhi,Thomson,2005,4.0,English,MECHANICAL ENGINEERING
007885,Design Object Oriented Software,Wirfsbrock Rebecca,Delhi,PHI,2005,,English,COMPUTER SCIENCE
007892,Internal Combustion Engine,V Ganesan,Delhi,Tata MC graw,h2004,2.0,English,MECHANICAL ENGINEERING
007894,Quality Control & TQM,Jain P L,Dehli,Tata Mc GrawH,2005,4.0,English,MECHANICAL ENGINEERING
007903,Managing for Total Quality,N Logothetis,Delhi,P H I,2004,,English,MECHANICAL ENGINEERING
007905,Java Hand Book,Naughton P,Delhi,Tata MC Graw,H2005,2.0,English,COMPUTER SCIENCE
007915,The Constitution of India,Pylee M V,Delhi,Vikas,2005,4.0,English,GENERAL
007917,Multimedia Fundamentals,R Steinmetz K Nahrstedt,Delhi,P H I,2005,,English,COMPUTER SCIENCE
007919,An Introduction to Thermodynamics,Y V C Rao,Hydrabad,Universities Pr,e2005,,English,MECHANICAL ENGINEERING
007921,Heat Transfer,Yunus Cengel,Delhi,Tata Mc Graw,H2004,2.0,English,MECHANICAL ENGINEERING
007922,Introduction to VLSI Circuits & Systems,Uyemura John P,Delhi,Willy,2005,,English,ELECTRONICS & COMMUNICAT
007929,Sharda Nalin K,Nalin K Sharada,Delhi,P H I,2005,,English,COMPUTER SCIENCE
007945,Digital Image Processing And Analysis,"Chanda B,Mum",Delhi,P H I,2005,,English,ELECTRONICS & COMMUNICAT
007951,The 8051 Microcontroller & Embedded SYS,"M A Mazidi,J G Mazidi",Delhi,PEA,2005,14.0,English,ELECTRONICS & COMMUNICAT
007976,Managing Engg And Technology,"Daniel L Babcock,Morse",Delhi,P H I,2005,3.0,English,COMPUTER SCIENCE
008000,Distributed Operating System,Sinha Pradeep K,Delhi,PHI,2005,3.0,English,COMPUTER SCIENCE
008005,Engineering Ethics,"Charles Harries,Pritchan",dIndia,Thomson,2003,2.0,English,ELECTRONICS & COMMUNICAT
008015,Theory Of Machines,Singh Sudhir,Delhi,Pearson,2005,3.0,English,MECHANICAL ENGINEERING
008025,Optical Fiber Communication,Keiser Gred,Delhi,mcGraw Hill,2000,3.0,English,ELECTRONICS & COMMUNICAT
008030,Introduction to Statistical Quality Control,Montgomerry D L,Delhi,Wiley,2001,4.0,English,MECHANICAL ENGINEERING
008033,CMOS Digital Integrated Circuits,Kang S M,Delhi,Tata Mc,2005,3.0,English,ELECTRONICS & COMMUNICAT
008035,Product Design And Development,Ulrich Karl T,Delhi,Tata Mc,2003,3.0,English,ELECTRONICS & COMMUNICAT
008039,Multimedia System Design,"Andleigh P K,Thakrar K",Delhi,PHI,2005,,English,COMPUTER SCIENCE
008041,The unified Modeling language User ID,Booh G,Delhi,Pearson Edu,2005,17.0,English,COMPUTER SCIENCE
